ID_encrypt,Level,_What_did_you_do_before_studying_at_ALC__,_What_will_you_do_after_the_ALC_program_ends__,_Who_pays_for_you_to_study_at_ALC__,_How_did_you_hear_about_ALC__,_Which_digital_devices_do_you_have_with_you_in_LA__,_How_do_you_stay_in_contact_with_your_friends__,_Which_English_test_have_you_taken_within_the_last_6_months__,_What_was_your_score__,_Which_English_test_do_you_plan_to_take_in_the_next_6_months__,_What_major_or_field_do_you_plan_to_study_after_you_complete_your_ALC_program__,Quarter
0x0132B6BB1FCCDEA34CE64EAED9F296D1E6410980C7DA85A521E46A3E5F27AA222FB613BF2D24B9ECE0C6DAC7D171E4C5C305AFC804165AAC03DAA7ABBA12F8FF94,NULL,working,UNEX certificate,self,agent,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x01B92D0EDC61B199B0492FF794FB07F9D0C067475692AFD3E23D0705A5A6AE1EE61D742BC93170F95296661D27B5EF95347FB8F9E98629299E6E9DF245CD608E04,NULL,student,return to home country,self,ALC student,computer,SMS,none,NULL,IELTS,Business/Finance,AIEP_WI17
0x0167EC633DA458EDD57FA5FC26D8FEE4A182E8B744A26A86D06B7F47C9E25B8414E721BF17676D1741574904526CC010E4E829D2B274651CDF00EB2EE238CC0367,NULL,working,4-year college,"self,family",embassy,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,"Business/Finance,Art/Architecture/Design",AIEP_WI17
0x01D4C8F7FA81066EF093EB00A45990DCE85926468F4B4FD85799C8159822BCEF0720C182B6408A40BC077A9432312ADA9D7A34EB9F4B94B98CB46F28B697701D80,NULL,student,4-year college,family,friend/family,"computer,mobile device",SMS,TOEFL,98,none,Other: Computer Science,AIEP_WI17
0x01076369AC935CC94D63E6B6E7647BD25549B045D52F463C562F02746C5B642E95DBDC98C74EAF5C22A4552E8BD0DAAE1BAA585EE11CD79CCF2EEF0CD0F2664671,NULL,working,MA or PhD,self,Internet,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Engineering,AIEP_WI17
0x019E69B1BF9BB14C43065155A5C9BD360A4A681C54552EBE819186B57F7FBB8921A9D66560478348EE9D54010466B2FF96F526F3DC2A4A024D3B19CBD008FE1306,NULL,working,UNEX certificate,family,Internet,mobile device,email,iBT,80,iBT-TOEFL,Engineering,AIEP_WI17
0x0120AC42C1F7FF5E03620CEEEAD157E858FBDFF672F9AF3C714CF3F56ED7A6E712D86DA67D770B231831B122D8484E015C45EF2C31DEE6ED2BFBB55EFBB8084612,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,SMS,social websites",IELTS,6,none,Business/Finance,AIEP_WI17
0x01FDE7C82F6A1079590499032520058765FDE2EFC047FFF3D9522E5E97A839AA105EB1A4BB92DC82E89FB40837ECDAA4E78C441A6AEA8A4E4DF39C4294C860FE8B,NULL,student,return to home country,family,friend/family,computer,"email,SMS",TOEFL,45,iBT-TOEFL,Art/Architecture/Design,AIEP_WI17
0x0190B473062E0893D255E180D28C7B14E099CCE04970D373744BC9225619869F71A7DB69BB9692C301180604EA97CDF67E088F2A32B6D775D27F5486AF7C98859D,NULL,working,2-year college,self,advertisement,"computer,mobile device",SMS,TOEFL,44,iBT-TOEFL,Engineering,AIEP_WI17
0x013121AD27E39165C9301A83B435EDACB0A6564EE786C9892091B054E25BD928CE414044748DA9449FC4DB5A0724FBD9821AF46632E63EDB961281AA9CE792ADCC,NULL,student,return to home country,family,friend/family,computer,SMS,none,NULL,IELTS,Business/Finance,AIEP_WI17
0x0151C182ED98201016673417152CFCDADB40CB1E8158E83822766322BAC52AB050D7133C14D5488B6723A8D12E99F2C12056B2F0716C6640B302C6501FD72C0361,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Other: Management,AIEP_WI17
0x01119F9CCE447E1602391AA272802F5BE0B838B7E5862BAD60BF0B77913C4D73B0C9A70470B3CFF589AD4F68D24C836C215E518130B7F27EA0410AFB00AA2EB44B,NULL,working,MA or PhD,government,friend/family,"computer,mobile device",SMS,IELTS,5.5,IELTS,Chemistry/Physics,AIEP_WI17
0x014E8F02E85ECB84E14E6C09474AF8CC85C938E2EB9E383754E30DDE2403EA74ACC637A7AC85E04C15D91CCE451A524E30F0AD6C553F03C4AAA69598B0C3621FAE,NULL,student,MA or PhD,family,friend/family,"computer,mobile device","email,SMS,Skype",iBT,75,none,Law,AIEP_WI17
0x01BFD0141ACEA178CE748C2BDE56236A95DB54B782A876E6E3DA45AC00361B62307033AB501040670891E3945D90C5719F4733E818B4D9A6EE37E4A02CD9D17747,NULL,student,UNEX certificate,family,ALC student,"computer,mobile device","SMS,social websites",TOEFL,62,IELTS,Business/Finance,AIEP_WI17
0x0196D05806BA926A6B04165B6A4E0439634BB3639D6DA02107D3BD59A4309AA8FBDFA677143E5C7C34D97264B55B6169166D896BD77C7C4EEFDC1591D52948B373,NULL,working,UNEX certificate,family,advisor,"computer,mobile device","email,SMS,social websites",TOEFL,64,none,Business/Finance,AIEP_WI17
0x01B5C9CCCB7B5D5E726B6E9305A7A53B757D40346E5A1A0B7736A72D2F4854BF1CC580DEC9270CD3481BD9244A142906A5AF5719035274BAD025233C2EF379D55E,NULL,working,UNEX certificate,family,friend/family,"computer,mobile device",social websites,none,NULL,none,Business/Finance,AIEP_WI17
0x01934D03E831FDA59F2A3EBF4723BAE58CAFA25079A2B3D87127A5A99729B07FAA7884EC07417E47476251FC2274A15E83198B825AB344E03450420A0CB4EAE5E5,NULL,working,UNEX certificate,family,Internet,"computer,mobile device","SMS,Skype,social websites",none,NULL,"iBT-TOEFL,IELTS","Business/Finance,Education",AIEP_WI17
0x012C6ABBC8E3C522E8047C817285B78335EB8899962CFBCF53D2A2BDA16F1359BD78B2D5E88580B3B022002F4F5F2FD064BF42EE489CECBC5E038CE6866353F709,NULL,working,MA or PhD,government,ALC student,"computer,mobile device","email,SMS,Skype,social websites",none,NULL,IELTS,Other: Mathematics,AIEP_WI17
0x01635087E7D5A8D227A0DDFC35DF1801B2908981538DE6466CA62F3E579D0CEBFF0411D609DE54514355F138D59DF4AEE2739444A53F396420B03BED1D4249CF93,NULL,student,return to home country,family,friend/family,"computer,mobile device",SMS,none,NULL,TOEIC,Business/Finance,AIEP_WI17
0x018A63D8C5D9E2E87BACD416E84284B92C0617233AA2D03E41A0FB5C389F20F5E7BFE41CB5869C76FA892039B280191C1A2B422447B9EC307F90DBA0C0131F5C45,NULL,student,return to home country,family,agent,"computer,mobile device",social websites,none,NULL,TOEIC,Other: Literature,AIEP_WI17
0x010AA3CF522A0160EE63D2CB772A436A36F0A59854C803A7E6DA495C980487DC375146976C731AA90DB8142FBDFCA51BF048475090D48B8478C1137F3EA75D14D8,NULL,student,MA or PhD,government,friend/family,"computer,mobile device","SMS,social websites",none,NULL,IELTS,Engineering,AIEP_WI17
0x01F2AAAA491C504402AB262B2C1A3FF8B23B7ED2A42C026E73B20B8E405572951702D1975348AA6C4E80795BFD7311E2454B1057C702684A2B1CB17FB68A8308E9,NULL,student,MA or PhD,family,Internet,"computer,mobile device",SMS,none,NULL,IELTS,"Business/Finance,Medicine/Biology",AIEP_WI17
0x017ADC90FB80E254543E7F4D0136C8253D9B1E28A8E92942E62750B68CD77C54FD0C3A901ADA1990DE9516A5704AD98A9F23B3A7BBA535D2C3AE4FBBA07EF85308,NULL,student,return to home country,family,agent,"computer,mobile device",social websites,NULL,NULL,TOEIC,NULL,AIEP_WI17
0x01F1742DF27C28F549A837FAAE8297D6F9503EBB9535BE34EAF573CB9DE1E3DC32878E1D53FAB3C514F2A40886B9763FCBCF4A453000648463248E6232B287E909,NULL,working,4-year college,self,ALC student,"computer,mobile device","email,social websites",none,NULL,iBT-TOEFL,Other: Computer Science,AIEP_WI17
0x01F7A3BDCDE394504A9694131DDC1E3DD9B1857AC4D01748FD95FA77354949A0A2299CAD944888B448E002D4E42CCAAC088A84A0F48FE8B8F074271148915B40C4,NULL,student,return to home country,family,ALC student,mobile device,SMS,iBT,71,"iBT-TOEFL,TOEIC",NULL,AIEP_WI17
0x0197F50938B679AEDB018BE6564F6B6E98743AF29D6091F270C9662878938B567E2E4B483C9AD41DF97895B7B3486989005757DB20E544744DE4287E2EE569EBED,NULL,student,UNEX certificate,family,friend/family,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Other: English,AIEP_WI17
0x01A87B2BB49265DF7FADB40DB6B0F726D443DC0F009EBE5184FB4D3681AFB3D0BF5D795666BE69DC66061932B9521D1E514C7DCDC221926EB29237F537DED58AE9,NULL,working,return to home country,self,Internet,"computer,mobile device","email,SMS",none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x016E1699E78D7774A92D84E8840E2C083D15CA3B4D01FFEE5E6C70336E746BD29D930873A6E008A086861F31577E197F2D633CB55C6791BDB2678F33F53B7E9052,NULL,student,return to home country,family,Internet,"computer,mobile device",social websites,none,NULL,TOEIC,Business/Finance,AIEP_WI17
0x01012DCD412AEFF90AE87ABEEF1C0592B01DEBD3BC6794A6DCD5E030446D61D0499749CE7FB6D2D121E763BE6250274F1FBE19278B5A4AB6EE544E881C9DDFDDE4,NULL,working,MA or PhD,family,Internet,"computer,mobile device",SMS,none,NULL,TOEIC,Medicine/Biology,AIEP_WI17
0x013F37AFD61E075778E733AB96F0D241D91937805625B90150A327D9B385C9067436E313849B0B0F39F31C1943728E06491F0162FEA56D66B439AD86E15060BD8D,NULL,working,MA or PhD,government,agent,mobile device,SMS,IELTS,5.5,IELTS,Other: Journalism,AIEP_WI17
0x0128A2885A13F0369990217D29737EEEEBB23F9F47ECDA502035AA16D934B585F3BA56E70A21F40F9FFDD217A7C545394EC7EE35D156DBE3B58AEF8F27725EC832,NULL,working,UNEX certificate,"self,family",agent,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Other: Marketing,AIEP_WI17
0x015EF451E57D1ADEE7411E7E4D57E503745F22B9608A9877F4574016493461641400D1C7CCE83047560F482CA4D2214D210754A003A69F6CF62FD4B64283436A32,NULL,"student,working",UNEX certificate,family,ALC student,"computer,mobile device","SMS,social websites",none,NULL,iBT-TOEFL,Medicine/Biology,AIEP_WI17
0x0114C951F90C5670CF9F13808C5E2DC4A7B34371E2A4ECF631249C9506548B0126DCF17BEDAFF953083D51701BC1B379068B8B718FD5E098AEF2B3370F7C9C756B,NULL,working,UNEX certificate,family,agent,"computer,mobile device",SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x012EFFE4219BAC6EF93B9783799CEC8EC8872AAE49756A80BB0893B7F340C67E86230FCD7E52C904A7273C0B0485FEF497DC172C74198857A03BA968D7264F18A6,NULL,student,return to home country,family,Internet,computer,SMS,none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_WI17
0x01922B4991D489DCF5C89655663D76F4191E6EDCFD4A107F4892C9AA84B20ECD1AB6AC4800DCB07251910E10CA9D5F0125864F1CBE3C4717505AAD7621BF74A2B6,NULL,working,UNEX certificate,self,Internet,"computer,mobile device","email,SMS,Skype,social websites",none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_WI17
0x01225063622C872825265BE34AE5AAA947B943385450C1963DB7AA0A414C764D5F286E33194D6D4A995F4E7E15A6DBCAE66073DF74DDD19014A7A3BA2A2FA5A9B3,NULL,student,2-year college,family,friend/family,mobile device,SMS,none,NULL,iBT-TOEFL,Business/Finance,AIEP_WI17
0x01D2FED2789479C81D20A418FB0B70C0B7B8A90803E4941442E117D7A836E1FE903B9C5C220954E9FDE98E10BDF53C2C1BA3AC3FC5BDA37D118CEF83BD0844308D,NULL,student,return to home country,family,agent,computer,SMS,none,NULL,iBT-TOEFL,Law,AIEP_WI17
0x01555D4BFFE1161DF7BF05F38A2CF3E34A2AB3162DE6791397B240AF06F4CC2A6165D53F9325CD412D40E96AA09F91B9A74B24325898FEC6E4D7E231B08EC72532,NULL,working,MA or PhD,self,agent,computer,"email,SMS",none,NULL,"iBT-TOEFL,IELTS",Business/Finance,AIEP_WI17
0x01B4905FD5640E63611F302815974CF5642E36FF21A35F2AF582754EBE2181C2279B56545CCFD6F00AEF20D175A964030C15A9437264558A86B4228BACA615C86C,NULL,student,return to home country,family,friend/family,"computer,mobile device","email,SMS",none,NULL,IELTS,Other: Entertainment/Film/Media,AIEP_WI17
0x014417D3D6B8122827F4958704C6404A949ECC24DBC602BEFF4B2BB039646E8DE3E53CEA5C289794B61EFDAC10F258F27CCCB361E6A480DE34A8DDFB66BF5A4EAE,NULL,working,UNEX certificate,self,Internet,computer,SMS,iBT,61,iBT-TOEFL,Other: Real Estate,AIEP_WI17
0x01A6E002512C25646F0BB6FA3DE9908AD963721863A46DC1A91F05C233360280A9F7CFEE2791C633EB05E3E2A0C1EF2A4B832D66BE4946952EBADD69DE44406F4F,NULL,student,4-year college,family,agent,computer,social websites,IELTS,5.5,IELTS,Business/Finance,AIEP_WI17
0x01F6F085CDD0CB8B1B0435790F3770E4CC11A82EF1C044AF6EB9670DBD1F09D91B5A00E6179A5C797F036AE7412550F48F426DB86183EC0088D9AC9951FF3BC220,NULL,student,UNEX certificate,family,friend/family,mobile device,SMS,none,NULL,none,Business/Finance,AIEP_WI17
0x01C02DB60F263CDD16C0309078CDF2A9AD8448AB31736981FA1CB7E05E9C4B4FE327712C3961760356954FCCE3C4E5366646FEA3605879BE61B5463EC4715BB932,NULL,working,MA or PhD,family,Internet,"computer,mobile device","SMS,Skype",IELTS,5.5,IELTS,Art/Architecture/Design,AIEP_WI17
0x014021E2FCF5036239BAD3C75E57DF473EFB6515B70D6A50CF0F77CC33EB55C2F7D7A56F5BC7E4C06AAC8077A430C6367D8AA8E53F358455127FB72F1C26DAB04A,NULL,student,MA or PhD,family,ALC student,"computer,mobile device","email,SMS,social websites",none,NULL,iBT-TOEFL,Art/Architecture/Design,AIEP_WI17
0x019EF77DBC73E8ACB3865F7CA225B9FA4400BAF705120C900FC6B654C716AF983B7F950945BDDFF12F93E6D770FEE3E4A0D40BF03F53FC77EB9194008569D63A11,NULL,student,2-year college,family,friend/family,mobile device,SMS,none,NULL,none,Art/Architecture/Design,AIEP_WI17
